Name,Gender,"Rating Value","Rating Count","Main Accords",Perfumers,Description,url
"RSVP Kenneth Colefor men","for men",3.97,321,"['woody', 'powdery', 'fresh spicy', 'aromatic', 'warm spicy', 'earthy']","['Frank Voelkl']","RSVPbyKenneth Coleis a Woody Floral Musk fragrance for men.RSVPwas launched in 2007. The nose behind this fragrance is Frank Voelkl. Top notes are Pepper, Grapefruit and Lavender; middle notes are Cedar, Orchid and Iris; base notes are Sandalwood, Vetiver, Cashmere Wood and Patchouli.",https://www.fragrantica.com/perfume/Kenneth-Cole/RSVP-1411.html
"Cuddle Punk Pinrosefor women","for women",3.68,78,"['woody', 'sweet', 'tobacco', 'vanilla', 'warm spicy', 'fruity', 'powdery', 'patchouli', 'aromatic', 'lactonic']","['David Apel']","Cuddle PunkbyPinroseis a Aromatic Spicy fragrance for women.Cuddle Punkwas launched in 2014. The nose behind this fragrance is David Apel. Top notes are Apricot, Cypress and Coconut; middle notes are Tobacco, Jasmine and Mimosa; base notes are Vanilla, Patchouli and Saffron.",https://www.fragrantica.com/perfume/Pinrose/Cuddle-Punk-29570.html
"Vetiver Santa Maria Novellafor men","for men",4.07,71,"['aromatic', 'woody', 'earthy', 'green']",[],"VetiverbySanta Maria Novellais a Woody fragrance for men.",https://www.fragrantica.com/perfume/Santa-Maria-Novella/Vetiver-11459.html
"Mon Jardin Pomme L'amour Apple Parfumsfor women","for women",4,1,"['citrus', 'caramel', 'sweet', 'fruity', 'fresh', 'white floral']",[],"Mon Jardin Pomme L'amourbyApple Parfumsis a Floral Fruity Gourmand fragrance for women.",https://www.fragrantica.com/perfume/Apple-Parfums/Mon-Jardin-Pomme-L-amour-27156.html
"Blue Sage Lime Fir Wood Korresfor men","for men",4.07,98,"['aromatic', 'fresh spicy', 'citrus', 'woody', 'green', 'herbal', 'conifer']",[],"Blue Sage Lime Fir WoodbyKorresis a Woody Aromatic fragrance for men.Blue Sage Lime Fir Woodwas launched in 2015. Top notes are Lime, Mint and Grapefruit; middle notes are Sage, Fir, Geranium and Nutmeg; base notes are Vetiver, Amber, Oakmoss and Patchouli.",https://www.fragrantica.com/perfume/Korres/Blue-Sage-Lime-Fir-Wood-30578.html
"Carlinhos Maia Jequitifor women","for women",3.92,24,"['sweet', 'fruity', 'powdery', 'vanilla', 'amber', 'musky', 'chocolate', 'white floral']","['Sandra Casagrande']","Carlinhos MaiabyJequitiis a Floral fragrance for women.Carlinhos Maiawas launched in 2021. The nose behind this fragrance is Sandra Casagrande. Top notes are Litchi, Plum, Cherry and Mandarin Orange; middle notes are Peach, Orchid and Gardenia; base notes are White Chocolate, Vanilla, Amber and Musk.",https://www.fragrantica.com/perfume/Jequiti/Carlinhos-Maia-70154.html
"Pure Class Homme Karen Lowfor men","for men",4.5,4,"['vanilla', 'amber', 'ozonic', 'powdery', 'aromatic', 'aquatic', 'sweet', 'fresh spicy', 'musky', 'citrus']",[],"Pure Class HommebyKaren Lowis a fragrance for men. Top notes are Violet Leaf, Grapefruit and Sage; middle notes are Tonka Bean, Orris, Juniper and Pepper; base notes are Vanilla, Amber and Musk.",https://www.fragrantica.com/perfume/Karen-Low/Pure-Class-Homme-40266.html
"1890 La Dame de Pique Tchaikovsky Absolu EdP Histoires de Parfumsfor women","for women",4.3,90,"['amber', 'white floral', 'smoky', 'leather', 'animalic', 'warm spicy', 'rose', 'patchouli', 'balsamic', 'aromatic']",[],"1890 La Dame de Pique Tchaikovsky Absolu EdPbyHistoires de Parfumsis a Leather fragrance for women.1890 La Dame de Pique Tchaikovsky Absolu EdPwas launched in 2014. Top notes are Coriander, Orange Blossom and Pepper; middle notes are Rose and Jasmine; base notes are Amber, Leather, Incense, Patchouli and Musk.",https://www.fragrantica.com/perfume/Histoires-de-Parfums/1890-La-Dame-de-Pique-Tchaikovsky-Absolu-EdP-35289.html
"Feraud pour Homme (Fer) Louis Feraudfor men","for men",4.57,14,[],[],"Feraud pour Homme (Fer)byLouis Feraudis a Aromatic Fougere fragrance for men.Feraud pour Homme (Fer)was launched in 1992.",https://www.fragrantica.com/perfume/Louis-Feraud/Feraud-pour-Homme-Fer-25377.html
"Spice Blend Diorfor women and men","for women and men",4.16,678,"['warm spicy', 'fresh spicy', 'soft spicy', 'cinnamon', 'rum', 'woody', 'aromatic']","['François Demachy']","Spice BlendbyDioris a Amber Spicy fragrance for women and men.Spice Blendwas launched in 2019. The nose behind this fragrance is François Demachy. Top notes are Rum and Ginger; middle notes are Pink Pepper, Cinnamon, Black Pepper, Cloves, Nutmeg and Coriander; base notes are Bay Leaf and Woodsy Notes.",https://www.fragrantica.com/perfume/Dior/Spice-Blend-56055.html
"Gia Hendley Perfumesfor women and men","for women and men",4.5,16,"['musky', 'powdery', 'vanilla', 'warm spicy', 'iris', 'floral', 'sweet']","['Hans Hendley']","GiabyHendley Perfumesis a Amber fragrance for women and men.Giawas launched in 2015. The nose behind this fragrance is Hans Hendley.",https://www.fragrantica.com/perfume/Hendley-Perfumes/Gia-32071.html
"Equilibrium 1.5 The Dua Brandfor women and men","for women and men",,,"['floral', 'fruity', 'powdery', 'citrus', 'woody', 'soft spicy', 'white floral', 'amber', 'musky', 'vanilla']",[],"Equilibrium 1.5byThe Dua Brandis a Floral Fruity fragrance for women and men.Equilibrium 1.5was launched in 2018.",https://www.fragrantica.com/perfume/The-Dua-Brand/Equilibrium-1-5-86109.html
"Lolita Lempicka Le Parfum Edition Limitée Flacon Minuit Lolita Lempickafor women","for women",4.64,14,"['vanilla', 'powdery', 'soft spicy', 'sweet', 'musky', 'iris', 'aromatic', 'anis', 'green', 'fresh']",[],"Lolita Lempicka Le Parfum Edition Limitée Flacon MinuitbyLolita Lempickais a Amber Vanilla fragrance for women. This is a new fragrance.Lolita Lempicka Le Parfum Edition Limitée Flacon Minuitwas launched in 2023. Top notes are Ivy, Absinthe and Anise; middle notes are Licorice, Iris and Tonka Bean; base notes are Vanilla and Musk.",https://www.fragrantica.com/perfume/Lolita-Lempicka/Lolita-Lempicka-Le-Parfum-Edition-Limitee-Flacon-Minuit-89000.html
"Bebe Kiss Me Bebefor women","for women",4.17,23,"['sweet', 'fruity', 'honey', 'floral', 'vanilla', 'rose', 'woody', 'white floral', 'amber']",[],"Bebe Kiss MebyBebeis a Floral Fruity fragrance for women.Bebe Kiss Mewas launched in 2017. Top notes are Fruity Notes and Pomegranate; middle notes are Rose and Jasmine; base notes are Honey and Tonka Bean.",https://www.fragrantica.com/perfume/Bebe/Bebe-Kiss-Me-52576.html
"Eau de Metal Paco Rabannefor women","for women",4.32,115,"['aldehydic', 'woody', 'mossy', 'floral', 'fresh', 'musky', 'earthy', 'citrus', 'powdery', 'soapy']","['Robert Gonnon']","Eau de MetalbyPaco Rabanneis a Chypre Floral fragrance for women.Eau de Metalwas launched in 1986. The nose behind this fragrance is Robert Gonnon.",https://www.fragrantica.com/perfume/Paco-Rabanne/Eau-de-Metal-15470.html
"Xtra Mukhalat Louis Varelfor women and men","for women and men",3,3,"['citrus', 'woody', 'vanilla', 'aromatic', 'fresh spicy', 'powdery', 'warm spicy', 'musky', 'animalic', 'amber']",[],"Xtra MukhalatbyLouis Varelis a Amber Fougere fragrance for women and men. Top notes are Lemon, Orange, Bergamot and Cypress; middle notes are Castoreum, Cardamom, Gurjan balsam, Neroli, Rosemary and Patchouli; base notes are Vanilla, Civet and Amber.",https://www.fragrantica.com/perfume/Louis-Varel/Xtra-Mukhalat-51194.html
"The Weird Sisters Sixteen92for women and men","for women and men",3.6,10,"['warm spicy', 'amber', 'iris', 'woody', 'powdery', 'herbal', 'sweet', 'floral', 'balsamic', 'earthy']","['Claire Baxter']","The Weird SistersbySixteen92is a Woody Floral Musk fragrance for women and men.The Weird Sisterswas launched in 2018. The nose behind this fragrance is Claire Baxter.",https://www.fragrantica.com/perfume/Sixteen92/The-Weird-Sisters-52328.html
"Elijah Ein Gedifor women and men","for women and men",1,1,"['green', 'white floral', 'fresh', 'aromatic', 'oily', 'bitter']",[],"ElijahbyEin Gediis a Amber fragrance for women and men.Elijahwas launched in 2019.",https://www.fragrantica.com/perfume/Ein-Gedi/Elijah-57980.html
"Acqua Maçã do Amor O Boticáriofor women","for women",,,"['fruity', 'sweet', 'woody', 'fresh', 'powdery', 'citrus', 'floral', 'musky', 'green', 'white floral']",[],"Acqua Maçã do AmorbyO Boticáriois a Floral Fruity Gourmand fragrance for women.Acqua Maçã do Amorwas launched in 2010. Top notes are Red Apple, Bergamot, Pink Pepper, Green Apple and Pear; middle notes are Frangipani, Lily-of-the-Valley, Plum, Caramel and Praline; base notes are Musk, Vanilla, Driftwood and Sandalwood.",https://www.fragrantica.com/perfume/O-Boticario/Acqua-Maca-do-Amor-71086.html
"Acqua di Parma Colonia Pura Acqua di Parmafor women and men","for women and men",4.01,"1,205","['citrus', 'ozonic', 'aromatic', 'fresh spicy', 'white floral', 'green', 'woody', 'musky', 'yellow floral', 'powdery']","['François Demachy']","Acqua di Parma Colonia PurabyAcqua di Parmais a Citrus Aromatic fragrance for women and men.Acqua di Parma Colonia Purawas launched in 2017. The nose behind this fragrance is François Demachy. Top notes are Ozonic notes, Bergamot, Orange and Petitgrain; middle notes are Narcissus, Jasmine Sambac and Coriander; base notes are White Musk, Cedar and Patchouli.",https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-Pura-45876.html
"Rio Radiance Sol de Janeirofor women","for women",4.04,858,"['tuberose', 'coconut', 'vanilla', 'white floral', 'sweet', 'sand', 'yellow floral', 'animalic', 'lactonic', 'amber']","['Vincent Kuczinski']","Rio RadiancebySol de Janeirois a Floral fragrance for women. This is a new fragrance.Rio Radiancewas launched in 2023. The nose behind this fragrance is Vincent Kuczinski. Top notes are Coconut Milk and Sand; middle notes are Tuberose and Ylang Ylang; base notes are Vanilla and Amber.",https://www.fragrantica.com/perfume/Sol-de-Janeiro/Rio-Radiance-82595.html
"Cinéma Gold Yves Saint Laurentfor women","for women",4.29,73,"['floral', 'fruity', 'fresh', 'vanilla', 'sweet', 'almond', 'citrus', 'powdery', 'amber', 'musky']",[],"Cinéma GoldbyYves Saint Laurentis a Amber Floral fragrance for women.Cinéma Goldwas launched in 2005.",https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Cinema-Gold-1291.html
"Un Air d’Arabie Rose of Taif Dorinfor women","for women",4,51,"['leather', 'woody', 'rose', 'musky', 'warm spicy', 'amber', 'powdery', 'smoky', 'floral', 'animalic']",[],"Un Air d’Arabie Rose of TaifbyDorinis a Amber Floral fragrance for women.Un Air d’Arabie Rose of Taifwas launched in 2010. Top notes are Rose, Saffron, Chamomile and Freesia; middle notes are Sandalwood, Patchouli, Styrax, Leather and Amber; base notes are Castoreum, Musk and Vanille.",https://www.fragrantica.com/perfume/Dorin/Un-Air-d-Arabie-Rose-of-Taif-10333.html
"Cabaret Grèsfor women","for women",3.98,"1,083","['woody', 'floral', 'rose', 'powdery', 'amber', 'warm spicy', 'patchouli', 'balsamic', 'musky', 'smoky']","['Michel Almairac']","CabaretbyGrèsis a Chypre Floral fragrance for women.Cabaretwas launched in 2002. The nose behind this fragrance is Michel Almairac. Top notes are Rose, Peony and Lily-of-the-Valley; middle notes are Incense, Iris and Violet; base notes are Patchouli, Musk, Sandalwood, Nerium Oleander and Amber.",https://www.fragrantica.com/perfume/Gres/Cabaret-2399.html
"Lovely Cityfor women","for women",4.04,27,"['fruity', 'sweet', 'powdery', 'violet']",[],"LovelybyCityis a Floral Fruity fragrance for women.Lovelywas launched in 2012.",https://www.fragrantica.com/perfume/City/Lovely-26572.html
"Dehnal Oudh Shuyookhistyl Al Haramain Perfumesfor women and men","for women and men",4.5,2,"['oud', 'fresh spicy']",[],"Dehnal Oudh ShuyookhistylbyAl Haramain Perfumesis a Amber fragrance for women and men.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Dehnal-Oudh-Shuyookhistyl-19617.html
"Yuzu Eau de Parfum Acqua di Parmafor women and men","for women and men",3.78,462,"['citrus', 'floral', 'fresh spicy', 'green', 'ozonic', 'aquatic', 'powdery', 'yellow floral', 'sweet']",[],"Yuzu Eau de ParfumbyAcqua di Parmais a Citrus Aromatic fragrance for women and men.Yuzu Eau de Parfumwas launched in 2019. Top notes are Yuzu, Calabrian bergamot and Sichuan Pepper; middle notes are Lotus, Mimosa, Violet Leaf and Jasmine; base notes are Musk, Sandalwood and Licorice.",https://www.fragrantica.com/perfume/Acqua-di-Parma/Yuzu-Eau-de-Parfum-56004.html
"Embrace Him Oriflamefor men","for men",3.63,75,"['aromatic', 'anis', 'soft spicy', 'citrus', 'marine', 'warm spicy', 'lavender', 'fresh spicy', 'floral', 'woody']","['Bernard Ellena']","Embrace HimbyOriflameis a Woody Aromatic fragrance for men.Embrace Himwas launched in 2010. The nose behind this fragrance is Bernard Ellena.",https://www.fragrantica.com/perfume/Oriflame/Embrace-Him-2345.html
"Peaches Crave Paws Arcana Cravesfor women and men","for women and men",5,1,"['sweet', 'aromatic', 'lactonic', 'musky', 'floral', 'fruity', 'coconut', 'green', 'lavender', 'herbal']",[],"Peaches Crave PawsbyArcana Cravesis a Amber fragrance for women and men.Peaches Crave Pawswas launched in 2015.",https://www.fragrantica.com/perfume/Arcana-Craves/Peaches-Crave-Paws-60347.html
"Nuit Caline Galimardfor women","for women",4.29,38,"['warm spicy', 'amber', 'rose', 'fresh spicy', 'patchouli', 'aromatic', 'citrus', 'animalic', 'balsamic', 'woody']","['Caroline de Boutiny']","Nuit CalinebyGalimardis a Chypre Floral fragrance for women.Nuit Calinewas launched in 2015. The nose behind this fragrance is Caroline de Boutiny. Top notes are Pink Grapefruit and Lemon; middle notes are Cloves, Geranium and Rose; base notes are Ambergris and Patchouli.",https://www.fragrantica.com/perfume/Galimard/Nuit-Caline-43315.html
"Sareef Kajalfor women and men","for women and men",4.11,81,"['aromatic', 'woody', 'fresh spicy', 'earthy', 'citrus', 'floral']","['Christian Carbonnel']","SareefbyKajalis a Woody Aromatic fragrance for women and men.Sareefwas launched in 2017. The nose behind this fragrance is Christian Carbonnel. Top notes are Calabrian bergamot and Flowers; middle notes are Rosemary and Neroli; base note is Vetiver.",https://www.fragrantica.com/perfume/Kajal/Sareef-41078.html
"Parfait de Rôses Edition d'Art Lancômefor women and men","for women and men",4.5,10,"['amber', 'vanilla', 'rose', 'alcohol', 'warm spicy', 'sweet', 'aldehydic', 'iris', 'powdery', 'soft spicy']","['Nathalie Lorson']","Parfait de Rôses Edition d'ArtbyLancômeis a Floral fragrance for women and men.Parfait de Rôses Edition d'Artwas launched in 2017. The nose behind this fragrance is Nathalie Lorson. Top notes are Pink Pepper and Aldehydes; middle notes are Liquor, Grasse Rose and Rose; base notes are Tonka Bean, Benzoin, Vanilla, Olibanum and Orris Root.",https://www.fragrantica.com/perfume/Lancome/Parfait-de-Roses-Edition-d-Art-48079.html
"TORNADO DIWANfor women and men","for women and men",,,"['citrus', 'warm spicy', 'rose', 'aldehydic', 'amber', 'white floral', 'sweet', 'patchouli', 'oud', 'leather']",[],"TORNADObyDIWANis a Amber Woody fragrance for women and men. This is a new fragrance.TORNADOwas launched in 2022. Top notes are Orange, Aldehydes and Lemon; middle notes are Cardamom, Rose, Jasmine and Raspberry; base notes are Agarwood (Oud), Amber, Patchouli and Leather.",https://www.fragrantica.com/perfume/DIWAN/TORNADO-77921.html
"Sardegna Mangofor men","for men",3.86,7,"['woody', 'amber', 'citrus', 'leather', 'animalic', 'warm spicy', 'fresh spicy', 'aromatic', 'smoky', 'powdery']",[],"SardegnabyMangois a Amber Spicy fragrance for men.Sardegnawas launched in 2021. Top notes are Bergamot and Spices; middle note is Woodsy Notes; base notes are Amber and Leather.",https://www.fragrantica.com/perfume/Mango/Sardegna-67590.html
"Mat; Stone Masaki Matsushimafor men","for men",3.6,163,"['marine', 'musky', 'citrus', 'aromatic', 'aquatic', 'green', 'ozonic', 'amber', 'woody', 'powdery']",[],"Mat; StonebyMasaki Matsushimais a Woody Floral Musk fragrance for men.Mat; Stonewas launched in 2015. Top notes are Sea Notes, Angelica, Cardamom and Lime; middle notes are Mojito, Violet Leaf and Woody Notes; base notes are Cashmere Wood and Musk.",https://www.fragrantica.com/perfume/Masaki-Matsushima/Mat-Stone-32652.html
"Yas Al Malaki Yas Perfumesfor women and men","for women and men",4.48,33,"['oud', 'amber', 'smoky', 'balsamic', 'warm spicy', 'fresh spicy']",[],"Yas Al MalakibyYas Perfumesis a Amber fragrance for women and men.",https://www.fragrantica.com/perfume/Yas-Perfumes/Yas-Al-Malaki-28227.html
"Oros Pure Leather Gold Orosfor women and men","for women and men",4.55,22,"['leather', 'woody', 'smoky', 'oud', 'amber', 'warm spicy', 'rose', 'fresh spicy', 'fruity', 'aromatic']",[],"Oros Pure Leather GoldbyOrosis a Amber fragrance for women and men. Top notes are Woody Notes, Amber, Rose, Raspberry and Saffron; middle notes are Birch and Geranium; base notes are Agarwood (Oud), Benzoin, Incense and Amber.",https://www.fragrantica.com/perfume/Oros/Oros-Pure-Leather-Gold-77883.html
"Spiced Limes Anglia Perfumeryfor men","for men",4.33,6,"['citrus', 'fresh spicy', 'aromatic', 'green', 'warm spicy']",[],"Spiced LimesbyAnglia Perfumeryis a Aromatic Spicy fragrance for men.",https://www.fragrantica.com/perfume/Anglia-Perfumery/Spiced-Limes-18439.html
